Gene	rph1d_RNA_Rep1	rph1d_RNA_Rep2	rph1d_RNA_Rep3
YJL087C	16.2704	16.0916	16.2368
YJL086C	0.349522	0.302733	0
YJL085W	10.4921	11.4826	10.3134
YJL084C	11.2543	13.0766	11.8235
YJL083W	11.7311	10.9958	9.53693
YJL082W	14.304	14.1244	12.7663
YJL081C	33.8014	33.9775	34.2834
YJL080C	138.754	140.033	129.487
YJL079C	50.8337	46.4842	42.2154
YJL078C	16.7631	17.823	15.1062
YJL077W-B	84.4354	16.2516	17.8008
YJL077C	30.2443	22.4887	25.8054
YJL077W-A	9.97525	0	18.927
YJL076W	54.6605	53.1301	50.115
YJL075C	58.6697	62.4927	60.4758
YJL074C	14.6872	16.7189	15.6052
YJL073W	11.0506	13.3138	11.6381
YJL072C	14.1943	17.5631	15.1198
YJL071W	9.43425	9.13122	9.02213
YJL070C	6.45271	6.40021	6.747
YJL069C	40.1677	41.2947	41.8287
YJL068C	47.2901	48.5489	42.8674
YJL067W	32.4841	32.0533	28.347
YJL066C	21.547	19.8023	20.9617
YJL065C	21.3825	24.7885	24.6547
YJL064W	18.5461	21.5002	22.5572
YJL063C	27.9618	30.9719	25.2802
YJL062W-A	267.067	263.274	281.147
YJL062W	18.2798	17.565	17.011
YJL061W	22.3118	24.756	23.178
YJL060W	27.1507	30.8754	27.9195
YJL059W	9.47783	8.65482	8.89666
YJL058C	5.76218	6.46181	6.09954
YJL057C	5.42506	5.98221	5.09383
YJL056C	6.20204	7.51142	7.05842
YJL055W	58.9255	59.9523	60.1067
YJL054W	38.9417	38.9272	37.8482
YJL053W	16.2404	14.7187	15.8687
YJL052C-A	16.6519	0	0
YJL052W	22.9286	26.8343	23.4147
YJL051W	10.7691	11.1111	10.0015
YJL050W	58.1243	57.1252	54.7409
YJL049W	6.83847	7.20636	6.46361
YJL048C	6.50066	8.09859	6.33612
YJL047C-A	158.777	137.522	215.187
YJL047C	6.7329	7.72766	7.10883
YJL046W	9.44885	8.66539	8.24751
YJL045W	0.835813	0.745864	0.97715
YJL044C	24.6524	25.8611	22.4588
YJL043W	1.35814	1.31473	1.41479
YJL042W	15.5957	15.5691	14.3454
YJL041W	44.9992	48.8949	44.403
YJL039C	30.1536	31.1923	28.5542
YJL038C	2.041	2.20973	2.19447
YJL037W	0.295371	0.596938	0.498164
YJL036W	15.0059	15.7315	14.8843
YJL035C	12.6494	12.8301	11.3162
YJL034W	252.774	254.72	241.648
YJL033W	49.9288	50.4262	51.1009
YJL032W	25.9281	24.6482	25.9978
YJL031C	13.0108	14.1852	15.1223
YJL030W	15.2073	17.5266	19.5464
YJL029C	17.1738	18.3276	17.6968
YJL028W	0.48196	0	0.304823
YJL027C	0	1.08119	0.947401
YJL026W	153.701	152.341	152.748
YJL026C-A	1157.78	1276.29	940.032
YJL025W	10.8417	11.6048	11.4624
YJL024C	22.7189	24.3268	22.185
YJL023C	4.64271	6.94572	6.40658
YJL022W	6.92208	6.595	4.81577
YJL020C	30.823	30.3578	27.7446
YJL020W-A	96.6362	144.573	121.127
YJL019W	8.92446	10.4746	9.40243
YJL016W	14.5646	14.8902	14.0482
YJL015C	56.6982	67.2965	53.7894
YJL014W	109.218	110.565	108.456
YJL013C	5.68276	7.74661	6.55523
YJL012C	40.9799	38.4504	37.3069
YJL011C	27.6078	31.4229	29.997
YJL010C	31.6724	33.7568	33.9312
YJL009W	169.743	148.416	146.087
YJL008C	96.0538	97.348	92.4814
YJL007C	1.89718	3.83416	3.19973
YJL006C	11.1963	12.662	13.5388
YJL005W	16.009	16.507	15.5925
YJL004C	27.0374	23.0177	25.1388
YJL003W	20.9711	16.8184	25.0533
YJL002C	113.479	113.533	107.096
YJL001W	105.645	120.82	113.356
YJR001W	22.3694	20.1434	19.9124
YJR002W	44.6786	46.1149	44.7485
YJR003C	14.3968	16.9863	14.3866
YJR004C	6.42431	7.54701	6.33602
YJR005W	17.6005	20.0059	16.7405
YJR005C-A	10.0012	11.5498	9.13666
YJR006W	13.6357	13.5744	14.0605
YJR007W	179.106	184.476	163.226
YJR008W	4.86054	5.25053	5.49197
YJR009C	1056.23	1115.51	977.617
YJR010W	7.36522	7.19785	7.31715
YJR010C-A	133.346	121.861	116.876
YJR011C	6.01412	6.35908	5.73028
YJR012C	6.59897	6.68434	6.08358
YJR013W	14.9391	16.4098	14.2966
YJR014W	121.368	134.455	122.193
YJR015W	46.5158	47.0792	41.5469
YJR016C	205.294	209.879	203.78
YJR017C	79.7545	76.7841	81.9933
YJR018W	36.4238	32.1852	44.91
YJR019C	10.0013	9.34277	9.10735
YJR020W	11.4791	8.64563	7.89146
YJR021C	11.4499	10.5435	10.0239
YJR022W	12.4189	12.5491	6.87268
YJR023C	12.3361	6.41082	10.4028
YJR024C	53.4208	58.6779	55.1286
YJR025C	30.3164	30.8469	31.1811
YJR026W	0	0.0338249	0
YJR027W	0.80225	0.781713	0.586675
YJR028W	0	0	0
YJR029W	0	0	0
YJR030C	14.0863	13.6983	13.7638
YJR031C	13.2006	14.0271	12.7902
YJR032W	20.9488	22.8948	20.2153
YJR033C	11.7549	11.568	11.1935
YJR034W	45.1217	51.6434	53.6784
YJR035W	6.48166	6.08484	6.13591
YJR036C	1.81234	1.85377	1.35365
YJR037W	1.55343	2.15277	1.57198
YJR038C	2.57542	3.50532	2.55964
YJR039W	3.47167	4.21903	3.5659
YJR040W	15.5053	16.748	15.211
YJR041C	23.4423	25.6935	23.596
YJR042W	17.5289	16.6823	16.0285
YJR043C	17.2153	18.4351	16.662
YJR044C	102.446	99.1712	101.993
YJR045C	329.968	328.328	307.367
YJR046W	21.8819	22.9196	21.9028
YJR047C	8.0157	7.58851	8.48871
YJR048W	119.532	137.144	143.017
YJR049C	19.1613	18.0559	16.6387
YJR050W	11.9706	14.4046	12.599
YJR051W	19.8535	20.7795	20.8504
YJR052W	6.62861	7.22046	7.85382
YJR053W	7.53035	8.58974	7.78204
YJR054W	15.9685	16.9239	15.5115
YJR055W	9.88891	10.0419	10.0286
YJR056C	17.8846	20.3657	18.7758
YJR057W	25.7707	23.5861	22.7659
YJR058C	27.5316	29.2487	36.3219
YJR059W	14.7027	14.8405	14.5011
YJR060W	23.9598	24.4437	26.1985
YJR061W	5.24488	5.23838	4.9758
YJR062C	12.2659	11.8187	10.7995
YJR063W	168.421	166.714	159.986
YJR064W	122.624	126.719	128.197
YJR065C	100.266	95.8847	92.0623
YJR066W	14.6307	15.3902	13.9227
YJR067C	14.2178	22.9872	18.7339
YJR068W	31.8826	32.7086	32.792
YJR069C	63.7042	60.5466	72.1233
YJR070C	195.56	194.796	186.382
YJR071W	77.5938	76.2887	88.8661
YJR072C	63.3984	67.3406	63.7938
YJR073C	51.4135	43.3592	40.9318
YJR074W	24.6721	25.9994	29.323
YJR075W	59.2629	60.8551	57.6728
YJR076C	41.1029	41.8553	43.3092
YJR077C	200.983	193.326	169.975
YJR078W	2.18569	2.61117	2.35957
YJR079W	24.3203	25.9947	22.2544
YJR080C	23.7048	25.5771	22.9563
YJR082C	75.7587	79.678	73.8685
YJR083C	9.23846	8.69524	7.94648
YJR084W	10.3319	9.62354	10.5798
YJR085C	268.978	255.534	247.132
YJR086W	55.8984	61.384	60.2908
YJR087W	55.9221	67.668	53.3132
YJR088C	34.8856	37.0776	34.8223
YJR089W	7.18283	7.70719	7.32135
YJR090C	16.4004	18.6567	17.3705
YJR091C	23.3061	25.2508	22.8904
YJR092W	17.4223	17.4055	16.9269
YJR093C	16.3205	17.9416	17.3239
YJR094C	2.46426	3.87672	4.80289
YJR094W-A	4210.28	4271.44	3971.96
YJR095W	1.16507	0.706377	0.626337
YJR096W	20.7616	23.0077	22.6808
YJR097W	22.0587	26.2369	23.8745
YJR098C	3.19076	4.30366	4.0823
YJR099W	16.6136	15.4119	15.3307
YJR100C	12.8966	13.9875	13.1734
YJR101W	34.5723	38.4339	37.0516
YJR102C	14.9129	15.1367	15.3268
YJR103W	22.2961	20.8495	21.1255
YJR104C	1416.53	1327.65	1418.1
YJR105W	337.438	334.039	324.839
YJR106W	5.45754	5.06595	5.12942
YJR107W	13.6967	12.3554	10.9991
YJR108W	1.36399	4.43024	3.4507
YJR109C	41.3353	50.3425	35.9586
YJR110W	8.74381	8.53248	7.99611
YJR111C	15.8589	16.206	15.8372
YJR112W	18.6803	20.6571	17.5362
YJR112W-A	42.4311	35.8547	34.0362
YJR113C	39.4854	39.6305	37.1381
YJR114W	29.1268	26.9937	22.4745
YJR115W	13.1774	10.7174	7.52113
YJR116W	18.5229	19.547	19.8842
YJR117W	97.1124	103.859	93.2624
YJR118C	35.4721	40.0308	34.8581
YJR119C	3.67918	4.12392	3.57255
YJR120W	0.411192	0	0.260064
YJR121W	405.25	422.048	363.075
YJR122W	10.6457	11.73	10.4617
YJR123W	3979.76	4094.39	4027.44
YJR124C	26.3574	29.7439	27.1554
YJR125C	34.5233	34.4707	33.2811
YJR126C	22.7261	24.6007	22.6094
YJR127C	7.57208	7.48203	6.43084
YJR128W	7.17933	6.21827	7.40847
YJR129C	13.4913	14.8422	14.8291
YJR130C	7.22889	7.32647	6.33415
YJR131W	12.6037	12.6539	12.5914
YJR132W	25.979	28.2425	25.3373
YJR133W	50.8596	51.6791	47.2059
YJR134C	14.8309	14.2987	14.4874
YJR135C	9.35027	7.25017	8.44816
YJR135W-A	222.859	256.914	299.768
YJR136C	7.34099	7.93	7.61647
YJR137C	11.7707	11.7888	11.4171
YJR138W	7.521	7.5784	7.09394
YJR139C	233.334	244.022	210.845
YJR140C	9.74019	11.3206	10.4234
YJR140W-A	149.368	117.611	145.999
YJR141W	10.2878	10.3729	10.1437
YJR142W	20.8638	20.5393	18.7391
YJR143C	101.978	101.344	98.957
YJR144W	46.2042	45.6528	42.7462
YJR145C	1013.34	1041.54	1071.22
YJR146W	23.168	21.4505	19.453
YJR147W	32.1155	28.4306	27.4563
YJR148W	130.726	132.749	120.365
YJR149W	5.38394	4.43758	5.93156
YJR150C	0.906168	0.560617	1.14624
YJR151C	1.36051	1.35795	1.13911
YJR151W-A	0	0	0
YJR152W	3.63927	4.2816	4.028
YJR153W	3.7583	4.51387	4.08843
YJR154W	2.59494	2.01822	2.00964
YJR155W	5.15799	4.5263	4.16366
YJR156C	0.325137	0.657095	0.514094
YJR157W	0	0	0
YJR158W	0	0	0
YJR159W	0.101679	0.0440339	0.0321542
YJR160C	0.241977	0.116436	0.187051
YJR161C	1.57924	1.60921	1.17507
YJR162C	0	0	0
YKL225W	0	0	0
YKL224C	0	0	0
YKL223W	0	0	0
YKL222C	4.64533	4.68434	4.07347
YKL221W	0.429081	0.402612	0.678446
YKL220C	3.42298	3.50381	3.41607
YKL219W	11.959	12.2211	11.1006
YKL218C	6.24555	6.74946	6.05198
YKL217W	2.74905	3.06135	2.89779
YKL216W	272.446	269.85	256.697
YKL215C	13.6325	12.753	12.61
YKL214C	33.8545	35.8276	34.8581
YKL213C	22.175	23.1282	22.7137
YKL212W	81.8178	88.3242	79.4183
YKL211C	46.1508	47.7143	45.8838
YKL210W	148.461	153.783	142.614
YKL209C	45.4841	46.0515	44.5268
YKL208W	8.65483	7.75253	7.43885
YKL207W	85.0299	84.1279	84.2356
YKL206C	22.1427	22.8441	20.935
YKL205W	23.6082	27.466	27.7867
YKL204W	23.5641	22.8316	21.9292
YKL203C	12.0229	12.3321	11.5003
YKL202W	3.02289	2.40005	1.59323
YKL201C	4.51572	5.18182	4.22758
YKL198C	12.1007	10.3764	10.0011
YKL197C	8.27796	8.3921	7.94989
YKL196C	136.254	145.107	137.057
YKL195W	56.4897	55.1144	56.0846
YKL194C	14.8271	16.1245	15.1019
YKL193C	22.7189	26.9149	22.7968
YKL192C	277.992	260.491	265.684
YKL191W	65.3266	66.0119	62.0729
YKL190W	41.0406	37.7602	43.7367
YKL189W	11.1582	9.81734	10.5997
YKL188C	1.66828	1.77478	1.68591
YKL187C	3.49522	3.48052	3.08425
YKL186C	62.2286	64.4643	64.3242
YKL185W	25.3369	25.846	24.2555
YKL184W	57.307	59.2537	52.2715
YKL183C-A	3.60812	12.5005	6.84603
YKL183W	19.2861	19.4073	18.6717
YKL182W	364.334	386.182	343.368
YKL181W	141.47	141.977	132.585
YKL180W	2212.54	2132.19	2065.4
YKL179C	18.6177	21.4398	18.9438
YKL178C	1.26116	1.34201	0.84322
YKL177W	0.931888	0.807141	0.88408
YKL176C	25.5067	27.2216	25.7686
YKL175W	48.5844	49.1851	44.4221
YKL174C	20.3975	19.6325	17.0579
YKL173W	15.9738	16.4378	15.2212
YKL172W	89.4371	89.5388	89.885
YKL171W	7.10612	6.97073	6.84607
YKL170W	26.9631	32.2194	32.8432
YKL169C	38.2144	34.4443	32.8152
YKL168C	7.29532	8.43126	8.02979
YKL167C	39.1465	45.5751	45.4982
YKL166C	18.9804	20.1183	18.8041
YKL165C-A	7.98697	4.61186	3.36765
YKL165C	21.3471	22.1498	20.2942
YKL164C	340.507	349.347	312.045
YKL163W	1.55343	2.1428	1.30999
YKL162C-A	33.1738	11.4932	16.785
YKL162C	2.79618	3.1787	3.26064
YKL161C	3.22636	3.89844	2.92228
YKL160W	119.392	129.358	125.478
YKL159C	11.8133	11.8277	11.1044
YKL157W	65.3566	67.0327	64.0821
YKL156W	4057.85	3987.81	4233.79
YKL156C-A	991.922	1006	1292.25
YKL155C	14.8003	15.68	14.9803
YKL154W	32.7083	35.0572	33.1317
YKL153W	3154.54	3292.34	2888.83
YKL152C	2895.99	3022.85	2826.3
YKL151C	19.5732	18.995	19.8001
YKL150W	61.9607	62.4731	57.757
YKL149C	6.83894	6.59827	7.88425
YKL148C	19.493	18.6631	17.9542
YKL147C	5.56962	5.02094	5.10416
YKL146W	19.1378	17.5883	16.6701
YKL145W	103.059	110.557	107.51
YKL145W-A	367.818	377.266	324.461
YKL144C	22.5845	24.4981	27.1394
YKL143W	37.2089	41.6357	42.5643
YKL142W	63.8834	70.5346	68.2866
YKL141W	74.6048	74.8481	66.4705
YKL140W	17.3411	19.983	16.812
YKL139W	13.7928	12.8152	13.4817
YKL138C-A	228.825	198.193	272.839
YKL138C	61.3447	66.972	72.5439
YKL137W	64.1007	74.3047	71.6334
YKL136W	31.3172	37.0545	39.4372
YKL135C	20.2983	22.0187	20.4996
YKL134C	10.1311	11.5477	10.6493
YKL133C	4.03647	4.98993	4.15431
YKL132C	3.65592	4.55839	3.53188
YKL131W	2.30454	2.52832	2.42923
YKL130C	21.9091	22.8157	21.1894
YKL129C	12.4066	12.6792	11.3911
YKL128C	70.9546	71.86	67.9579
YKL127W	60.135	60.9188	59.7225
YKL126W	31.8661	32.1768	30.4013
YKL125W	19.2397	19.5527	19.794
YKL124W	6.89198	6.45668	6.92092
YKL123W	12.0744	8.53157	10.852
YKL122C	75.4967	67.2423	71.5715
YKL121W	6.1189	7.61157	6.20117
YKL120W	32.1791	32.2248	30.8023
YKL119C	20.9188	21.032	20.0783
YKL118W	0	1.71788	3.76326
YKL117W	161.928	159.5	174.341
YKL116C	21.292	21.0524	19.6723
YKL115C	3.20395	7.56833	4.97386
YKL114C	19.8185	20.9045	21.0356
YKL113C	32.5288	36.8123	30.86
YKL112W	27.2509	28.4914	27.8488
YKL111C	66.0285	78.4792	79.8636
YKL110C	39.7033	40.1023	38.4702
YKL109W	11.4631	12.8533	12.2895
YKL108W	7.6876	7.8988	7.67455
YKL107W	3.20267	3.62746	3.11627
YKL106C-A	0	0	10.5317
YKL106W	26.1431	30.1584	24.8258
YKL105C	10.0662	9.69899	9.64244
YKL104C	77.6764	80.1313	73.7889
YKL103C	34.2402	32.9362	30.9894
YKL102C	0.725836	0.628672	1.3772
YKL101W	22.6362	23.8139	22.0198
YKL100C	31.7546	33.5704	31.1323
YKL100W-A	157.241	195.776	174.037
YKL099C	56.2564	60.6187	55.1598
YKL098W	12.4557	11.757	11.1897
YKL097C	0	0.224247	0.163748
YKL096C-B	20.3683	0	0
YKL096W-A	17815.4	16946.1	15416
YKL096W	75.6036	63.4775	55.8705
YKL095W	9.27303	9.3909	8.7973
YKL094W	49.9922	49.7478	51.1405
YKL093W	9.84645	8.85818	8.39513
YKL092C	6.64844	7.39356	7.65708
YKL091C	7.1744	7.32933	7.95041
YKL090W	6.89362	8.68785	6.66243
YKL089W	5.41871	6.76774	6.81642
YKL088W	7.77668	8.54339	8.11911
YKL087C	16.0485	17.3112	16.3771
YKL086W	6.21372	8.34198	7.27043
YKL085W	80.3346	89.1861	76.8798
YKL084W	68.669	55.2028	71.2576
YKL083W	9.85537	9.6279	11.0168
YKL082C	16.086	14.827	17.6848
YKL081W	1066.49	1099.31	1045.98
YKL080W	159.968	167.929	150.777
YKL079W	14.127	15.5269	14.7733
YKL078W	17.3851	19.0634	18.1994
YKL077W	81.7205	87.8512	82.4056
YKL076C	20.816	15.8767	18.0778
YKL075C	7.78826	8.39097	9.17881
YKL074C	10.8705	11.7828	11.4455
YKL073W	23.9547	26.0676	26.2284
YKL072W	6.84736	8.58629	7.52381
YKL071W	11.0883	10.4391	10.367
YKL070W	21.0517	20.8781	21.1405
YKL069W	36.5215	40.7763	40.3322
YKL068W-A	446.556	377.987	452.531
YKL068W	34.7689	36.7422	33.3935
YKL067W	158.712	172.43	169.251
YKL066W	52.267	49.1825	38.9066
YKL065W-A	15.9474	19.3377	18.1551
YKL065C	74.9781	82.3238	74.0195
YKL064W	15.8723	16.4916	15.8306
YKL063C	34.541	41.884	38.0744
YKL062W	8.67427	9.67862	9.03604
YKL061W	22.5472	21.0912	19.394
YKL060C	6432.36	6488.06	6030.27
YKL059C	14.4093	14.2006	12.2168
YKL058W	106.255	103.837	119.372
YKL057C	22.2669	25.6134	24.9995
YKL056C	2289.24	2269.29	2363.21
YKL055C	12.6256	10.7501	10.5568
YKL054C	105.73	104.277	96.2691
YKL053C-A	202.653	227.32	242.685
YKL053W	31.6234	21.0471	29.2642
YKL052C	19.3735	18.2216	19.2007
YKL051W	30.1285	26.7656	25.4505
YKL050C	2.76289	2.40745	2.41061
YKL049C	15.883	16.0634	17.4442
YKL048C	8.41859	9.04944	8.68394
YKL047W	10.985	13.5044	11.7559
YKL046C	34.4379	34.3812	32.117
YKL045W	13.3853	12.4894	12.6688
YKL044W	7.55541	8.55754	3.67579
YKL043W	26.2388	29.1647	27.0254
YKL042W	11.3439	10.8596	9.72351
YKL041W	6.3997	5.71355	5.72889
YKL040C	27.0779	29.4382	27.0354
YKL039W	41.3403	43.632	39.44
YKL038W	12.2204	12.2651	11.4512
YKL037W	2.33013	1.68184	1.47372
YKL036C	2.62141	3.78416	3.3159
YKL035W	95.0498	98.0942	91.9441
YKL034W	11.2302	11.3928	10.242
YKL033W-A	94.8702	97.5036	91.4673
YKL033W	8.48212	7.95466	7.87123
YKL032C	23.9168	23.043	20.7067
YKL031W	2.28778	0.440339	1.44694
YKL030W	31.2514	28.3908	25.7842
YKL029C	34.7974	32.8829	32.9745
YKL028W	32.5754	34.8748	32.518
YKL027W	17.0835	19.574	18.7508
YKL026C	3.94754	3.70403	4.88933
YKL025C	14.9879	14.5839	15.4631
YKL024C	143.934	155.734	142.783
YKL023C-A	633.834	569.225	748.182
YKL023W	11.3998	11.302	11.5632
YKL022C	12.616	13.7228	12.4237
YKL021C	20.8264	21.3011	23.0223
YKL020C	14.3304	14.7492	13.6792
YKL019W	38.5968	39.1742	38.5061
YKL018C-A	14.4283	11.8026	14.702
YKL018W	21.7354	21.2771	20.7636
YKL017C	6.58334	5.96399	6.28238
YKL016C	175.977	187.431	170.889
YKL015W	15.3681	16.0378	16.768
YKL014C	36.0411	37.9046	37.0467
YKL013C	87.4983	93.4731	99.4523
YKL012W	13.646	14.2846	13.6784
YKL011C	9.2346	8.44525	8.18983
YKL010C	17.9526	17.9695	16.2584
YKL009W	145.165	151.917	150.264
YKL008C	26.0893	26.1648	26.2904
YKL007W	54.0444	56.1195	57.0954
YKL006C-A	111.252	143.382	128.905
YKL006W	1076.28	1070.81	1148.57
YKL005C	12.0421	10.8558	11.0185
YKL004W	69.7291	67.6452	62.2018
YKL003C	53.9262	51.8971	51.7913
YKL002W	40.6377	41.8982	41.8541
YKL001C	17.2431	18.6685	19.9691
YKR001C	60.8011	64.9854	63.4464
YKR002W	16.9151	17.9647	15.5561
YKR003W	44.2728	43.5406	42.8591
YKR004C	5.35539	5.17212	6.08478
YKR005C	1.76733	1.91344	2.35531
YKR006C	34.6449	36.7937	34.7866
YKR007W	30.0178	32.7664	32.3355
YKR008W	15.294	18.7773	17.5057
YKR009C	2.13644	2.42779	1.89171
YKR010C	5.31639	4.95621	4.8383
YKR011C	13.4134	15.684	15.3029
YKR012C	25.6858	30.4141	27.3498
YKR013W	175.129	174.433	163.531
YKR014C	54.3599	51.3849	52.6472
YKR015C	2.44521	2.96504	2.32887
YKR016W	27.8396	31.1194	28.7089
YKR017C	5.66389	5.73192	5.20364
YKR018C	51.814	53.6162	50.2216
YKR019C	6.81994	5.83883	5.83964
YKR020W	16.1974	15.5058	13.4793
YKR021W	8.2744	9.15831	8.36473
YKR022C	11.709	12.6139	11.3109
YKR023W	6.02301	6.59526	5.40808
YKR024C	21.4585	22.7692	22.508
YKR025W	36.6998	34.8748	35.5907
YKR026C	49.7167	49.5233	46.6705
YKR027W	7.20537	8.65205	8.01384
YKR028W	28.1235	29.1846	28.8703
YKR029C	7.77412	8.97791	8.28728
YKR030W	12.7365	15.2793	15.046
YKR031C	10.9419	11.6631	11.1069
YKR032W	0	0	0.399966
YKR033C	0.473928	0.205243	0.299743
YKR034W	0.448584	0.129511	0.189142
YKR035C	21.7717	22.8321	22.0723
YKR035W-A	20.2837	22.6305	24.4253
YKR036C	11.8376	13.9872	13.2715
YKR037C	11.1584	9.38046	10.503
YKR038C	34.1704	36.7661	35.8059
YKR039W	4.65133	4.56428	3.57097
YKR040C	0.657924	0.712313	0.728199
YKR041W	1.08185	2.16238	1.94744
YKR042W	698.698	656.984	636.622
YKR043C	108.962	96.8105	107.419
YKR044W	18.5508	20.3946	17.9788
YKR045C	18.6873	15.4664	18.2101
YKR046C	45.1422	42.2923	41.6605
YKR047W	358.563	327.538	281.407
YKR048C	130.335	123.154	123.662
YKR049C	45.2322	40.8393	42.1315
YKR050W	10.5506	11.0589	9.65324
YKR051W	11.193	11.3164	11.7899
YKR052C	19.8377	21.3277	20.7916
YKR053C	12.8954	13.2751	12.5771
YKR054C	8.39898	9.10464	8.11914
YKR055W	8.29487	8.63296	7.40393
YKR056W	34.9396	37.5237	35.9411
YKR057W	4152.71	4587.76	4759.55
YKR058W	4.21521	4.60336	4.05691
YKR059W	80.2225	83.0243	79.5252
YKR060W	23.4471	25.2278	26.5272
YKR061W	7.82603	8.79073	8.12058
YKR062W	32.3379	32.1438	31.2719
YKR063C	15.8117	15.079	15.7269
YKR064W	7.57223	8.37264	8.36689
YKR065C	78.1713	77.8155	75.5834
YKR066C	55.0716	51.1716	52.2938
YKR067W	13.7905	12.9703	12.481
YKR068C	36.5266	36.6552	36.3256
YKR069W	4.45965	5.47408	4.87976
YKR070W	34.5897	37.4492	34.6819
YKR071C	47.6191	52.4434	48.6665
YKR072C	42.9621	43.1899	41.5778
YKR073C	2.32474	1.51015	1.10274
YKR074W	60.3284	58.0584	63.4716
YKR075C	23.9228	23.7343	22.0471
YKR075W-A	61.5628	66.6521	73.448
YKR076W	9.02932	10.89	9.60998
YKR077W	3.98032	4.26627	3.65025
YKR078W	6.33726	5.70558	6.04729
YKR079C	23.5049	24.9715	24.9131
YKR080W	33.4836	31.8506	30.0196
YKR081C	81.1104	86.3367	84.0367
YKR082W	28.8331	29.9973	28.452
YKR083C	16.9964	22.794	20.8057
YKR084C	30.7632	30.2847	30.355
YKR085C	50.7271	49.7232	51.8024
YKR086W	10.2489	9.95438	9.84378
YKR087C	16.4794	16.3453	16.34
YKR088C	22.0953	24.931	23.0943
YKR089C	15.5343	16.3359	15.314
YKR090W	13.488	14.8456	13.0936
YKR091W	3.83622	4.43024	5.01429
YKR092C	140.888	134.212	127.314
YKR093W	74.9687	74.0558	64.5888
YKR094C	1869.79	1961.97	1943.6
YKR095W	25.6303	27.17	26.399
YKR095W-A	179.334	210.526	203.41
YKR096W	10.539	11.4348	10.2327
YKR097W	1.13763	2.17812	2.04493
YKR098C	10.9865	11.8996	10.6666
YKR099W	24.5289	25.5143	24.9504
YKR100C	17.156	17.4765	17.6524
YKR101W	3.88629	3.53541	3.41639
YKR102W	1.76208	1.81584	1.68388
YKR103W	2.46142	2.51567	2.50639
YKR104W	2.68383	2.81109	3.35538
YKR105C	0.978661	1.23515	1.14951
YKR106W	1.12791	1.0678	1.01198
YLL067C	0	0	0
YLL067W-A	0	0	0
YLL066W-B	0	0	3.60945
YLL066C	0.0124496	0	0
YLL066W-A	0	0	0
YLL065W	0	0	0
YLL064C	0	0	0
YLL063C	3.28123	3.89228	3.33846
YLL062C	5.66168	5.35412	6.28469
YLL061W	11.8321	11.6501	9.86608
YLL060C	5.83308	6.33534	6.1487
YLL059C	2.11339	1.12645	1.33664
YLL058W	8.47927	8.37582	7.62277
YLL057C	2.49961	3.33924	2.7599
YLL056C	7.96133	8.29713	5.89494
YLL055W	4.29702	4.53088	3.85994
YLL054C	5.30943	6.89006	6.69281
YLL053C	13.3817	14.5312	8.21081
YLL052C	7.09477	9.03681	9.37032
YLL051C	22.5469	23.1423	21.306
YLL050C	627.993	644.375	638.973
YLL049W	26.8087	29.7115	29.5355
YLL048C	53.4532	54.8025	51.5089
YLL047W	0.932058	0.538192	0.785992
YLL046C	0.418589	0.217533	0.423589
YLL045C	1601.21	1622.16	1512.81
YLL044W	1342.16	1425.96	1339.89
YLL043W	27.1281	25.9515	24.1321
YLL042C	3.4541	5.55604	4.16113
YLL041C	22.6429	27.246	25.7583
YLL040C	22.5557	23.8153	21.7104
YLL039C	59.1966	62.4096	58.9987
YLL038C	21.6915	22.0903	21.4361
YLL037W	28.2795	23.393	22.307
YLL036C	21.2204	22.234	21.4654
YLL035W	16.8025	16.8209	17.315
YLL034C	25.5544	27.3462	26.9957
YLL033W	8.87975	9.40927	8.78266
YLL032C	9.76591	9.42017	9.58027
YLL031C	24.2834	25.2677	24.0778
YLL030C	0.901889	0.781157	0
YLL029W	31.1268	31.88	29.9608
YLL028W	16.9768	17.9718	14.2987
YLL027W	22.2196	24.0745	19.1586
YLL026W	62.7616	65.3112	59.4347
YLL025W	7.32331	4.61307	5.68441
YLL024C	930.167	930.831	898.465
YLL023C	35.2715	36.6353	31.3748
YLL022C	20.1638	22.2204	22.3541
YLL021W	22.9614	21.9613	22.2721
YLL020C	52.986	44.6357	43.6112
YLL019C	15.3896	15.511	13.8914
YLL019W-A	135.512	67.0695	48.9752
YLL018C-A	86.0983	103.817	91.8246
YLL018C	196.468	187.86	180.385
YLL015W	15.4102	16.1184	14.883
YLL014W	153.091	169.353	151.862
YLL013C	25.4357	26.8471	24.6966
YLL012W	14.949	15.2661	15.0735
YLL011W	46.8548	49.0918	47.1885
YLL010C	19.4922	20.7438	17.9668
YLL009C	337.61	328.155	450.778
YLL008W	52.6891	54.8173	52.3286
YLL007C	5.58755	6.00273	5.70282
YLL006W-A	0	0	0
YLL006W	12.0707	12.1797	11.2587
YLL005C	4.10888	3.6975	3.20622
YLL004W	7.77588	8.91192	8.51123
YLL003W	6.18136	5.83041	5.59815
YLL002W	6.16106	7.55977	6.46945
YLL001W	15.1201	14.6209	14.7898
YLR001C	10.6649	12.2335	10.8716
YLR002C	34.4348	36.6614	33.1172
YLR003C	41.0061	39.5726	41.4197
YLR004C	3.29708	2.85571	2.60661
YLR005W	17.8911	19.9372	17.8715
YLR006C	9.8088	9.80278	8.37924
YLR007W	22.9529	21.0245	23.0808
YLR008C	97.541	87.1589	82.1522
