Gene	rph1d_RNA_Rep1	rph1d_RNA_Rep2	rph1d_RNA_Rep3
YER189W	0.349522	0	0
YER190W	0.0437176	0.0605845	0.0442397
YER190C-A	0	0	0
YER190C-B	0	0	0
YFL068W	0	0	0
YFL067W	0.150332	0.260415	0.285239
YFL066C	0	0	0
YFL065C	0	0	0
YFL064C	0	0	0
YFL063W	0	0	0
YFL062W	0	0.0815442	0
YFL061W	0.293305	0.254042	0.37101
YFL060C	0.399454	0.951447	0.505281
YFL059W	1.55343	1.34548	1.47374
YFL058W	0.0541894	0	0
YFL057C	7.98907	9.68746	9.47401
YFL056C	8.81871	10.0601	7.41402
YFL055W	2.76093	2.41678	1.93196
YFL054C	3.5448	3.60703	3.44917
YFL053W	1.62057	1.54638	1.494
YFL052W	2.0077	2.08672	1.96241
YFL051C	4.12257	4.19169	4.98803
YFL050C	4.50415	5.10277	4.77445
YFL049W	10.2854	11.1692	9.08758
YFL048C	46.3333	48.3706	48.0852
YFL047W	14.4676	14.0254	14.4948
YFL046W	15.0993	14.0468	17.4019
YFL045C	438.203	462.97	439.601
YFL044C	26.1742	26.2092	25.1141
YFL042C	9.56462	9.00017	8.34951
YFL041W-A	23.1864	48.198	38.1279
YFL041W	36.0914	35.117	33.7977
YFL040W	1.5263	1.58637	1.56383
YFL039C	1404.43	1457.62	1296.67
YFL038C	277.475	294.628	295.222
YFL037W	193.122	188.034	184.394
YFL036W	23.1582	24.8866	22.8621
YFL034C-B	22.8468	23.7461	19.367
YFL034C-A	229.286	243.397	235.65
YFL034W	10.7079	11.3028	9.65438
YFL033C	10.4111	10.4665	9.7277
YFL032W	1.16237	1.51015	3.30821
YFL031W	625.823	664.693	616.361
YFL031C-A	2261.88	2550.82	2067.01
YFL030W	5.39856	6.03468	5.42801
YFL029C	9.82572	11.4319	9.7081
YFL028C	21.6805	21.0597	19.4362
YFL027C	9.93821	9.57074	9.03417
YFL026W	212.517	221.646	223.29
YFL025C	11.0282	10.1145	10.5418
YFL024C	15.8077	14.402	13.7234
YFL023W	12.2969	12.1432	13.5113
YFL022C	153.59	154.171	146.414
YFL021C-A	1.73031	2.63767	1.83852
YFL021W	6.14113	6.02637	6.01201
YFL020C	2.44665	1.21093	1.54742
YFL019C	1.59779	0.345975	0.757909
YFL018C	101.688	105.238	100.278
YFL017W-A	327.466	292.853	340.133
YFL017C	38.4928	33.6545	40.0779
YFL016C	22.1934	20.3233	20.7766
YFL015W-A	0	0	0
YFL015C	0	0	0
YFL014W	126.258	211.991	114.217
YFL013W-A	8.08624	7.72378	6.88274
YFL013C	9.74077	10.2433	10.1615
YFL012W-A	0.332878	1.15327	1.68427
YFL012W	1.48282	2.01822	1.60771
YFL011W	0.301312	0.208781	0.209626
YFL010W-A	365.388	349.214	304.806
YFL010C	124.852	120.718	116.665
YFL009W	13.5797	13.864	12.4073
YFL008W	12.7699	13.921	13.956
YFL007W	43.3536	46.516	43.457
YFL005W	106.906	117.36	117.744
YFL004W	37.501	37.5941	36.8039
YFL003C	0.737684	1.04968	0.799816
YFL002W-B	0	0	0
YFL002W-A	0	0	0
YFL002C	23.6661	23.8258	22.2242
YFL001W	20.1946	20.1822	20.4849
YFR001W	56.1527	51.1172	57.8381
YFR002W	26.1333	28.3777	26.2002
YFR003C	34.4734	36.1621	38.0345
YFR004W	67.0333	68.8718	69.8708
YFR005C	19.176	20.9432	19.5451
YFR006W	41.0476	39.0278	38.9417
YFR007W	8.66711	9.02614	8.74452
YFR008W	6.53782	8.18904	7.06121
YFR009W	81.882	87.3678	77.0082
YFR009W-A	351.404	426.109	371.159
YFR010W	51.1291	53.1707	51.2521
YFR010W-A	114.922	153.454	160.51
YFR011C	20.8124	16.6503	20.2974
YFR012W	1.39809	1.31184	1.17899
YFR012W-A	9.97525	25.9197	6.309
YFR013W	17.015	18.5333	18.7133
YFR014C	14.5186	14.8372	13.3365
YFR015C	2.30037	2.49537	2.11879
YFR016C	11.6366	11.4044	11.1702
YFR017C	7.0523	6.42973	5.00809
YFR018C	20.7972	20.685	20.4854
YFR019W	11.6889	12.4126	11.8865
YFR020W	7.27006	7.83069	7.42762
YFR021W	18.4962	19.062	17.3464
YFR022W	5.4549	5.30132	4.76757
YFR023W	0.158573	0.343364	0.167153
YFR024C-A	72.0182	68.8979	62.2018
YFR025C	27.0223	25.5109	26.1428
YFR026C	2.5712	5.01075	4.57366
YFR027W	3.72355	5.05062	3.82134
YFR028C	34.8479	32.3776	34.1819
YFR029W	10.0869	10.9106	9.27266
YFR030W	12.2058	12.8336	12.1548
YFR031C	8.4425	8.83713	8.19223
YFR031C-A	938.588	909.396	913.956
YFR032C	2.09375	2.33997	1.87955
YFR032C-A	16712.6	16597.1	19338.8
YFR032C-B	0	0	0
YFR033C	151.209	159.47	150.457
YFR034C	27.9618	29.6415	29.2568
YFR034W-A	9.92772	4.29937	5.02314
YFR035C	20.0961	20.433	18.2362
YFR036W	36.2837	32.2915	30.5274
YFR036W-A	32.2395	30.3637	31.6083
YFR037C	40	39.5146	37.5477
YFR038W	16.7553	16.9782	16.2627
YFR039C	15.4835	14.0332	14.6478
YFR040W	24.3754	25.8639	24.432
YFR041C	20.2821	20.3528	20.0926
YFR042W	16.1136	19.6007	19.0337
YFR043C	12.0867	10.5468	12.0941
YFR044C	211.325	217.391	204.949
YFR045W	7.57554	9.54876	7.71276
YFR046C	6.06339	6.85761	5.6097
YFR047C	35.707	39	32.5882
YFR048W	10.8472	11.5665	9.81812
YFR049W	63.0844	62.9094	49.8194
YFR050C	95.5866	93.6498	93.47
YFR051C	77.6481	77.6667	73.2167
YFR052W	87.6717	84.7652	86.9964
YFR052C-A	47.9052	55.9518	48.661
YFR053C	23.4865	23.0768	23.9381
YFR054C	1.39809	1.98153	1.36655
YFR056C	7.33995	12.1093	12.3794
YFR055W	44.327	43.9315	44.452
YFR057W	0	0	0
YGL263W	1.36055	0.487624	1.21657
YGL262W	0.150332	0.130208	0
YGL261C	0	0.318665	0
YGL260W	0	0	1.76475
YGL259W	1.01067	1.16716	1.27842
YGL258W-A	10.6493	16.1415	6.7353
YGL258W	2.70598	3.3203	2.2106
YGL257C	15.4788	16.4086	16.2359
YGL256W	30.4783	30.7173	30.3589
YGL255W	13.9809	13.6745	13.7148
YGL254W	15.7204	11.8861	12.5913
YGL253W	837.295	875.108	827.641
YGL252C	19.4517	17.5896	16.5839
YGL251C	2.46721	2.16981	2.12058
YGL250W	5.62752	7.08281	7.17403
YGL249W	1.95552	1.51853	2.10398
YGL248W	19.1933	19.3243	17.1302
YGL247W	13.373	12.7411	17.1466
YGL246C	18.2897	18.8191	19.5403
YGL245W	316.513	325.54	319.429
YGL244W	11.1318	11.4988	12.3719
YGL243W	9.62834	10.1673	9.00925
YGL242C	48.4388	50.1497	49.9284
YGL241W	9.5076	10.0473	9.39866
YGL240W	10.1528	8.0008	7.26341
YGL239C	44.2674	39.9848	33.9971
YGL238W	54.2834	58.2158	57.4152
YGL237C	11.4597	11.5138	11.5483
YGL236C	13.5522	13.5121	12.3975
YGL235W	11.2138	7.18991	8.93452
YGL234W	127.478	124.692	121.116
YGL233W	15.6356	17.7106	15.282
YGL232W	38.2954	41.2419	41.9053
YGL231C	73.788	67.7225	76.7161
YGL230C	2.36599	1.30408	2.04056
YGL229C	5.62274	5.46236	5.23817
YGL228W	46.2922	49.2201	48.6422
YGL227W	8.77795	8.99905	8.78185
YGL226C-A	516.6	469.026	448.599
YGL226W	22.5058	18.9023	29.5466
YGL225W	98.1403	89.2291	86.2048
YGL224C	20.7595	20.7938	22.9099
YGL223C	15.3164	16.8085	16.5234
YGL222C	25.2558	28.3853	23.1044
YGL221C	60.0635	61.6047	58.6776
YGL220W	99.7054	89.8636	108.203
YGL219C	14.6113	15.4498	14.0963
YGL218W	8.86847	9.66938	8.84241
YGL217C	21.6453	16.4043	16.542
YGL216W	10.9062	10.5852	10.2856
YGL215W	85.8501	86.1071	82.3061
YGL214W	27.9618	26.5179	26.4153
YGL213C	26.1864	26.333	25.2079
YGL212W	6.63195	6.6239	6.95301
YGL211W	21.5517	22.6886	21.5474
YGL210W	20.1724	18.683	18.8849
YGL209W	44.599	40.2837	38.3761
YGL208W	9.53051	10.0002	9.71869
YGL207W	57.3759	61.5123	59.568
YGL206C	111.5	118.973	108.377
YGL205W	1.17557	1.30912	1.22147
YGL204C	53.7119	44.6357	49.5791
YGL203C	23.1646	23.732	24.5182
YGL202W	171.149	179.525	171.179
YGL201C	17.0312	18.2352	17.1363
YGL200C	241.834	242.787	233.045
YGL199C	28.7175	30.7642	29.634
YGL198W	36.9168	39.0981	41.6691
YGL197W	16.9363	17.384	15.7779
YGL196W	21.5774	22.5037	21.1605
YGL195W	80.6194	83.7928	78.0863
YGL194C-A	52.8181	77.572	116.193
YGL194C	16.3614	17.0185	17.0635
YGL193C	50.2457	41.8017	39.7233
YGL192W	11.4708	11.3145	10.4982
YGL191W	163.606	156.906	177.224
YGL190C	31.5199	33.0824	31.7849
YGL189C	6788.25	6784.46	6398.77
YGL188C-A	50.7697	31.4095	45.8715
YGL188C	199.903	254.904	200.183
YGL187C	109.357	113.131	103.081
YGL186C	17.4128	17.7132	14.8915
YGL185C	6.16665	7.82825	6.72857
YGL184C	1.38714	1.70732	1.2698
YGL183C	0.918452	0.707114	0.709975
YGL182C	0	3.86891	2.11885
YGL181W	24.5778	23.5245	22.3595
YGL180W	8.21698	7.80048	7.97444
YGL179C	7.28292	7.95466	6.93704
YGL178W	17.7955	19.7458	19.1984
YGL177W	5.08374	4.4032	3.75116
YGL176C	12.4406	12.058	11.4277
YGL175C	7.28281	7.09063	6.95962
YGL174W	9.04198	9.27943	8.16962
YGL173C	85.2582	92.8214	83.9051
YGL172W	14.8412	12.9166	13.1956
YGL171W	35.1552	35.6245	35.4614
YGL170C	1.22491	1.6097	1.87
YGL169W	25.4013	26.2251	24.6251
YGL168W	122.278	130.117	123.107
YGL167C	52.5571	55.4964	51.7913
YGL166W	12.0255	11.0085	11.625
YGL165C	11.9473	12.5497	11.9774
YGL164C	5.15496	4.60019	5.08809
YGL163C	7.60724	7.47929	8.04053
YGL162W	13.401	14.6205	12.795
YGL161C	33.9098	32.982	28.9705
YGL160W	12.4625	14.3674	12.6657
YGL159W	11.6507	14.2116	13.9391
YGL158W	0.747814	0.985642	0.925369
YGL157W	36.9306	38.6584	33.9015
YGL156W	6.32701	7.3914	6.81069
YGL155W	25.2512	25.4131	26.8581
YGL154C	11.7734	11.2808	11.1228
YGL153W	9.98634	9.16381	9.18382
YGL152C	9.77684	10.9238	10.8211
YGL151W	12.636	14.0929	13.4657
YGL150C	23.9076	25.2772	24.8744
YGL149W	22.5009	18.2315	20.658
YGL148W	249.896	236.544	244.82
YGL147C	1800.07	1839.17	1839.87
YGL146C	4.9452	5.65807	5.8692
YGL145W	9.30553	10.7595	10.9709
YGL144C	6.95566	8.37411	7.84526
YGL143C	7.47618	9.07284	9.13627
YGL142C	16.8608	18.5948	16.5919
YGL141W	7.91912	8.81874	8.44728
YGL140C	19.588	20.7786	18.9991
YGL139W	24.6413	25.4296	24.0587
YGL138C	0.0531592	0.0920861	0.100864
YGL137W	112.419	117.147	107.972
YGL136C	23.4973	26.4065	22.2175
YGL135W	497.098	533.886	472.578
YGL134W	9.28075	10.9363	9.39664
YGL133W	11.3077	11.1873	10.0842
YGL132W	12.531	10.8535	13.717
YGL131C	6.90048	7.5901	6.69372
YGL130W	17.7264	18.5976	17.5206
YGL129C	22.491	24.3174	20.376
YGL128C	7.02522	5.60282	6.95075
YGL127C	69.9044	58.1247	63.8619
YGL126W	32.6533	32.6708	28.545
YGL125W	12.3345	12.2963	11.2835
YGL124C	6.76654	6.76571	6.08899
YGL123W	3578.21	3579.29	3340.58
YGL123C-A	10831.8	10290.5	11458.5
YGL122C	53.9037	55.3257	47.1462
YGL121C	10.1679	8.25635	12.4598
YGL120C	82.4361	83.6162	81.518
YGL119W	14.3479	16.0687	14.1183
YGL118C	0	0.192211	0.140356
YGL117W	7.86902	7.08031	6.66805
YGL116W	12.4981	12.7285	12.1918
YGL115W	51.7292	46.9741	49.5912
YGL114W	10.5889	10.4521	9.8738
YGL113W	10.3067	10.5388	9.73269
YGL112C	28.155	29.4642	27.9942
YGL111W	43.4838	46.1807	43.0748
YGL110C	8.7187	9.58468	9.18501
YGL109W	28.4763	32.8857	28.9576
YGL108C	18.3198	19.4167	20.7339
YGL107C	17.0795	19.4522	17.3085
YGL106W	238.301	244.897	266.46
YGL105W	325.745	330.164	323.35
YGL104C	6.64438	7.40347	6.89445
YGL103W	2229.01	2270.41	2239.37
YGL102C	2503.28	2553.05	2524.07
YGL101W	29.959	30.683	27.7904
YGL100W	40.5288	42.5414	38.847
YGL099W	50.0355	50.4555	48.7283
YGL098W	12.6943	16.4924	14.4842
YGL097W	56.6924	56.7322	54.2482
YGL096W	3.38712	4.99353	4.14773
YGL095C	12.4274	12.672	12.8796
YGL094C	20.7751	20.8426	21.0831
YGL093W	8.27132	9.2959	8.00582
YGL092W	36.1239	37.083	33.5797
YGL091C	13.4125	14.669	13.012
YGL090W	5.60885	6.14396	5.99928
YGL089C	12.1413	13.3839	11.6347
YGL088W	4661.36	4702.45	4402.38
YGL087C	75.4967	80.582	78.6171
YGL086W	9.60006	10.4754	11.4143
YGL085W	10.0488	9.39734	8.84241
YGL084C	27.2013	28.728	27.1192
YGL083W	10.4372	10.9521	10.0916
YGL082W	26.9331	26.9321	29.662
YGL081W	1.52732	1.27199	0.965978
YGL080W	46.0204	46.4191	49.0017
YGL079W	16.0369	21.5475	17.8149
YGL078C	86.897	85.9734	84.835
YGL077C	48.5116	50.4261	48.3299
YGL076C	692.83	688.363	689.381
YGL075C	6.55497	6.43184	6.1462
YGL074C	13.4291	22.3323	20.0445
YGL073W	16.5685	18.2688	17.7084
YGL072C	29.8509	40.2551	32.5017
YGL071W	22.535	22.9639	21.1025
YGL070C	78.9919	65.9957	80.4659
YGL069C	43.6902	46.4191	48.2648
YGL068W	53.6766	51.6809	55.1861
YGL067W	29.5821	27.6269	28.8989
YGL066W	7.73203	9.01355	8.68863
YGL065C	16.6044	18.466	16.0676
YGL064C	9.10654	9.90992	9.08239
YGL063W	8.6895	7.65242	7.33797
YGL063C-A	81.4734	52.9252	12.8823
YGL062W	80.6962	98.6203	68.5852
YGL061C	13.4725	12.623	12.165
YGL060W	13.6057	15.4237	13.7303
YGL059W	6.93916	6.89846	6.63721
YGL058W	73.788	75.616	86.9504
YGL057C	10.7755	11.9912	10.1796
YGL056C	34.4966	34.6952	33.78
YGL055W	346.223	370.381	333.925
YGL054C	134.067	150.285	156.163
YGL053W	5.14135	7.34372	8.44308
YGL052W	29.7593	25.7755	12.3948
YGL051W	3.1273	2.46966	2.90869
YGL050W	15.884	16.7375	18.1478
YGL049C	30.0454	31.0447	30.6721
YGL048C	98.3855	100.549	96.3084
YGL047W	24.8161	28.1542	25.3482
YGL045W	4.86291	4.50151	3.61385
YGL044C	13.7849	14.3162	15.2883
YGL043W	39.6638	39.8487	44.0562
YGL042C	122.666	125.734	130.375
YGL041C-B	15.278	17.6437	25.7674
YGL041W-A	26.4083	33.1324	31.0712
YGL041C	129.34	115.526	81.8027
YGL040C	53.1811	55.796	53.0545
YGL039W	51.7713	54.1278	48.2676
YGL038C	28.4184	29.6952	28.3268
YGL037C	108.717	110.972	109.936
YGL036W	11.2084	11.7286	11.3444
YGL035C	28.028	27.6621	25.6262
YGL034C	0.716967	0.310495	1.36037
YGL033W	0.308402	0.356156	0.58516
YGL032C	552.439	482.564	502.26
YGL031C	2341.32	2347.72	2225.99
YGL030W	5871.47	5615.44	5749.95
YGL029W	104.12	96.8743	92.845
YGL028C	86.5295	92.6626	77.275
YGL027C	31.2941	29.8783	30.7542
YGL026C	127.327	128.417	118.559
YGL025C	10.5633	11.5327	10.8916
YGL024W	7.71136	4.59187	8.83986
YGL023C	21.8688	24.1092	21.2825
YGL022W	124.223	123.721	112.421
YGL021W	12.0425	12.3951	11.5551
YGL020C	36.4599	35.2199	37.0457
YGL019W	60.774	64.0064	57.5208
YGL018C	17.2705	20.0635	17.9449
YGL017W	8.83352	9.233	8.84241
YGL016W	28.1157	29.7097	28.2798
YGL015C	0.873805	1.51367	0.368434
YGL014W	38.8377	40.5347	35.9072
YGL014C-A	246.82	395.492	273.184
YGL013C	18.7593	18.2254	18.5188
YGL012W	148.855	164.761	144.939
YGL011C	112.34	107.132	109.698
YGL010W	17.932	17.7691	17.4926
YGL009C	77.4063	80.9778	75.5347
YGL008C	2036.11	1988.29	1890.49
YGL007C-A	0	8.63991	31.545
YGL007W	3.5765	3.09773	1.6451
YGL006W-A	0	0	0
YGL006W	14.0193	15.1727	13.1623
YGL005C	17.0325	18.7479	18.3132
YGL004C	8.13812	9.1091	8.84241
YGL003C	10.4568	11.8591	11.1992
YGL002W	30.5701	32.2614	29.0348
YGL001C	38.2772	41.8157	42.5562
YGR001C	64.5142	63.9751	61.8969
YGR002C	13.1647	11.5254	11.2662
YGR003W	9.71481	10.6277	8.74891
YGR004W	10.5224	10.1017	10.7272
YGR005C	21.5429	23.6474	23.0236
YGR006W	10.4236	9.95974	8.42384
YGR007W	39.4481	41.3023	40.0293
YGR008C	258.138	308.834	244.308
YGR009C	13.6369	13.4714	14.266
YGR010W	14.2489	14.4693	13.532
YGR011W	18.2635	22.3323	30.2366
YGR012W	21.3085	21.6488	21.2104
YGR013W	9.58911	9.31832	9.18756
YGR014W	53.422	53.9082	47.1884
YGR015C	5.74012	5.71009	5.53549
YGR016W	5.43701	5.04555	6.38619
YGR017W	40.447	46.8039	40.8807
YGR018C	71.9259	86.9477	79.5268
YGR019W	18.761	20.8255	19.617
YGR020C	470.685	456.786	478.223
YGR021W	16.8039	15.1367	14.539
YGR022C	1.03491	6.27457	3.59998
YGR023W	2.14632	2.86596	2.2436
YGR024C	36.7111	41.1717	42.3295
YGR025W	1.52444	1.32037	1.92831
YGR026W	83.9566	87.0512	84.3638
YGR027C	3828.9	3490.81	3711.96
YGR027W-A	0	0	0.0246995
YGR027W-B	0.0417838	0.0579047	0.0422829
YGR028W	13.0821	15.8286	15.4111
YGR029W	36.0628	33.9514	35.0391
YGR030C	29.2495	30.2733	29.9013
YGR031W	17.745	16.7668	15.5762
YGR031C-A	14.4987	16.4448	15.6107
YGR032W	8.76793	7.8213	7.40851
YGR033C	56.1907	60.0838	59.5314
YGR034W	2933.5	2842.46	3124.32
YGR035C	104.854	113.255	107.667
YGR035W-A	153.095	190.614	125.069
YGR036C	15.3166	17.1227	16.1642
YGR037C	2600.54	2726.83	2740.59
YGR038W	33.7538	36.5874	31.1379
YGR038C-B	0.00835677	0.0289524	0.0158561
YGR038C-A	0.0390527	0.101475	0.222295
YGR039W	11.2392	8.01676	6.2721
YGR040W	15.1541	15.3695	15.1496
YGR041W	17.4686	17.552	15.3459
YGR042W	13.0932	14.2877	12.6788
YGR043C	2.78503	3.13588	2.14895
YGR044C	32.8358	33.2173	35.0452
YGR045C	1.10375	0.955996	0.232694
YGR046W	12.5043	12.3491	12.4903
YGR047C	10.6895	10.7096	9.60194
YGR048W	25.6065	24.8263	25.513
YGR049W	16.7771	12.4553	17.0953
YGR050C	8.54379	7.73644	10.8073
YGR051C	0.558358	4.35252	1.76571
YGR052W	1.4127	0.928241	1.10915
YGR053C	2.92138	2.6508	2.7715
YGR054W	98.4653	98.4531	93.098
YGR055W	45.0684	47.7481	42.0554
YGR056W	12.7084	12.6819	12.7828
YGR057C	18.7868	20.1317	16.7453
YGR058W	8.73114	9.23755	9.89092
YGR059W	0.422678	0.450579	0.349584
YGR060W	338.189	361.199	336.206
YGR061C	103.301	105.824	101.521
YGR062C	13.2639	13.3513	12.0922
YGR063C	112.83	125.305	106.823
YGR064W	23.0684	19.3749	17.9059
YGR065C	17.2093	17.3701	16.4043
YGR066C	1.59781	1.67224	1.8527
YGR067C	0.774564	0.888911	0.685838
YGR068C	10.7076	12.3496	10.4565
YGR068W-A	171.555	57.7847	84.3906
YGR069W	0.96392	1.25233	0.914468
YGR070W	3.28349	3.19379	3.34578
YGR071C	9.70395	10.8641	9.84258
YGR072W	6.69248	7.22589	6.842
YGR073C	24.8928	23.9233	20.9198
YGR074W	41.0688	38.0308	41.0343
YGR075C	19.8354	18.7694	18.1822
YGR076C	26.6569	25.9947	27.2346
YGR077C	16.0491	16.7429	15.0862
YGR078C	83.5268	85.2827	80.5642
YGR079W	65.5839	58.4863	57.445
YGR080W	28.3532	27.5608	27.9774
YGR081C	45.1102	50.8024	47.7352
YGR082W	121.121	124.81	113.988
YGR083C	49.2648	50.0547	47.491
YGR084C	21.1617	22.5224	21.6071
YGR085C	371.253	346.695	361.962
YGR086C	301.541	305.749	300.539
YGR087C	0.319729	0.352454	0.477968
YGR088W	3.20395	3.48143	3.50012
YGR089W	14.7339	15.399	14.5786
YGR090W	50.0164	53.9625	49.6783
YGR091W	10.8929	12.0211	10.8813
YGR092W	10.4429	11.1702	9.96125
YGR093W	18.1258	18.3207	18.3298
YGR094W	232.394	241.511	224.296
YGR095C	39.6621	42.9409	38.6307
YGR096W	8.497	8.45565	6.66992
YGR097W	11.2215	11.3468	9.91447
YGR098C	7.99294	9.04288	8.82527
YGR099W	7.61335	6.99383	6.94552
YGR100W	13.1433	13.6439	13.1719
YGR101W	16.0462	16.0082	15.3737
YGR102C	30.8687	27.3359	26.5272
YGR103W	145.85	149.271	152.299
YGR104C	11.4954	11.9479	11.7113
YGR105W	468.569	532.67	537.141
YGR106C	213.227	223.261	207.869
YGR107W	0.41734	0.361472	0.659881
YGR108W	13.9809	13.0121	14.8207
YGR109C	7.45959	8.89913	8.39732
YGR109W-A	0.537726	0.873268	0.680185
YGR109W-B	0.801634	0.925764	0.845009
YGR110W	4.69881	4.57018	4.23851
YGR111W	19.2127	20.8296	19.242
YGR112W	11.1574	10.9654	10.1385
YGR113W	14.5165	13.594	13.7887
YGR114C	26.7719	30.1445	27.2798
YGR115C	32.0691	33.6598	33.2714
YGR116W	57.823	61.2454	56.0515
YGR117C	24.8391	25.6017	25.45
YGR118W	1419.39	1323.18	1406.08
YGR119C	41.2421	40.5755	37.6621
YGR120C	17.0101	15.8767	16.9971
YGR121C	7.94523	8.44699	7.46213
YGR121W-A	38.1337	12.0105	21.9256
YGR122W	12.1459	12.2985	11.8267
YGR122C-A	31.4711	6.81455	4.97609
YGR123C	50.7334	52.1459	49.8129
YGR124W	348.209	362.538	329.407
YGR125W	14.7576	15.5238	14.8764
YGR126W	11.0524	10.7184	11.5907
YGR127W	10.8808	9.63481	10.6493
YGR128C	49.0106	52.1603	48.7243
YGR129W	14.086	14.1124	13.6293
YGR130C	26.9141	28.9205	27.7199
YGR131W	3.79915	3.15895	2.88339
YGR132C	88.591	90.436	84.5421
YGR133W	16.8878	18.3438	17.9475
YGR134W	6.85601	6.48547	6.18969
YGR135W	133.057	140.014	137.962
YGR136W	56.8907	56.8148	51.3861
YGR137W	82.5537	83.9003	67.7918
YGR138C	3.41638	3.14114	3.12476
YGR139W	0.931888	0.40357	0.589386
YGR140W	8.20617	8.50701	8.10386
YGR141W	4.90238	5.09535	5.09874
YGR142W	3.66572	4.43024	4.44816
YGR143W	12.2561	12.7245	12.0637
YGR144W	1.37517	1.83625	2.13812
YGR145W	36.149	37.0836	37.6757
YGR146C	32.9472	37.4544	32.8334
YGR146C-A	6.1705	32.0669	3.90262
YGR147C	38.4135	41.736	40.7781
YGR148C	1776.53	1755.69	1582.43
YGR149W	13.0222	12.3861	11.1162
YGR150C	10.9237	13.3946	12.7209
YGR151C	34.2192	39.2396	37.4932
YGR152C	23.3996	23.9637	24.3864
YGR153W	6.52441	8.88017	7.53242
YGR154C	7.34761	7.3805	7.13202
YGR155W	393.636	406.332	375.23
YGR156W	10.3124	12.1093	12.5805
YGR157W	86.0526	89.0889	88.8286
YGR158C	37.1991	35.0305	34.8959
YGR159C	334.53	326.988	306.821
YGR160W	183.947	187.044	169.102
YGR161C	7.41527	7.09165	6.69287
YGR161W-C	40.0083	50.9596	52.8403
YGR161W-A	0	0	0
YGR161W-B	0	0	0
YGR161C-D	0.350984	0.275047	0.338263
YGR161C-C	0	0	0
YGR162W	176.625	185.05	174.572
YGR163W	14.8446	15.4289	13.6562
YGR164W	11.0851	8.76629	7.62057
YGR165W	25.1975	28.3625	24.8125
YGR166W	11.056	12.5653	9.98933
YGR167W	107.218	106.097	111.789
YGR168C	6.89533	7.08436	5.41372
YGR169C	8.94429	9.77771	9.1994
YGR169C-A	85.9001	61.1516	101.215
YGR170W	12.4583	12.7859	12.5519
YGR171C	9.13153	9.55482	9.86476
YGR172C	43.3744	44.644	43.0934
YGR173W	55.8257	59.7845	56.7955
YGR174C	15.7285	13.2102	16.479
YGR174W-A	9.97525	60.4794	37.854
YGR175C	135.317	140.837	143.337
YGR176W	46.6009	48.4352	41.5308
YGR177C	23.7644	26.865	24.829
YGR178C	64.8145	64.9173	59.5757
YGR179C	6.86099	8.6335	7.2868
YGR180C	264.627	271.654	262.583
YGR181W	190.223	176.302	177.782
YGR182C	158.98	160.879	141.224
YGR183C	494.318	616.82	707.411
YGR184C	27.8645	30.4807	27.4124
YGR185C	214.911	227.283	211.991
YGR186W	32.5864	31.08	30.7115
YGR187C	28.5891	32.6796	30.2683
YGR188C	3.33516	3.13372	3.55015
YGR189C	101.781	106.562	92.6269
YGR190C	58.7913	56.8206	61.8968
YGR191W	43.1502	39.9538	38.7301
YGR192C	12771.3	12838	11868.9
YGR193C	33.2898	34.6666	34.8574
YGR194C	7.69218	7.22351	6.81105
YGR195W	47.2281	49.5448	48.8489
YGR196C	9.62493	10.1323	9.52815
YGR197C	33.6142	33.3332	29.9691
YGR198W	34.1628	37.6295	35.9591
YGR199W	9.76803	10.1418	9.53465
YGR200C	42.814	44.0807	41.8574
YGR201C	12.7099	11.2625	11.9342
YGR202C	17.1286	19.0846	16.8316
YGR203W	21.1831	21.283	26.5272
YGR204W	111.264	109.208	103.878
YGR204C-A	0	22.4232	0
YGR205W	14.317	15.3113	13.1361
YGR206W	66.7769	69.7826	85.8453
YGR207C	41.0054	46.0019	41.3469
YGR208W	42.4969	47.8505	47.1725
YGR209C	791.755	742.731	739.937
YGR210C	45.3422	45.6032	45.0452
YGR211W	103.022	105.957	97.748
YGR212W	5.21566	6.05466	5.42915
YGR213C	5.59235	4.74067	5.04206
YGR214W	1525.31	1486.88	1401.11
YGR215W	64.383	72.191	59.3438
YGR216C	11.2749	11.5349	10.6881
YGR217W	9.43013	9.5043	8.87856
YGR218W	56.4816	60.9817	58.5435
YGR219W	59.5247	62.8832	57.3265
YGR220C	26.0926	30.5647	28.5132
YGR221C	7.89661	8.40925	7.43417
YGR222W	13.7821	14.864	16.26
YGR223C	9.70257	11.1829	10.5819
YGR224W	5.87144	7.16069	6.34455
YGR225W	0.328318	0.450249	0.363387
YGR226C	7.50244	0	4.74503
YGR227W	15.3379	17.4396	15.9682
YGR228W	136.304	122.977	122.403
YGR229C	71.59	75.5473	71.1992
YGR230W	13.2183	9.02695	14.3086
YGR231C	82.2909	85.137	78.8448
YGR232W	55.8277	56.0678	49.9657
YGR233C	11.1617	11.7889	10.8029
YGR234W	257.345	276.146	274.589
YGR235C	36.4799	38.4932	36.5408
YGR236C	6.9494	10.3185	4.39525
YGR237C	11.4949	11.782	11.1945
YGR238C	8.68562	8.65816	8.48871
YGR239C	9.02649	10.1695	9.22873
YGR240C	290.54	290.49	269.376
YGR240C-A	117.296	119.736	137.773
YGR241C	22.5247	23.7203	20.5231
YGR242W	33.226	27.5791	27.1434
YGR243W	6.33508	3.97337	4.83569
YGR244C	46.8866	48.1565	46.9801
YGR245C	52.2089	50.4172	52.4219
